Artist Reputation,Height,Width,Weight,Price Of Sculpture,Base Shipping Price,Area,Combined_Price,Duration,International,Express Shipment,Installation Included,Fragile,Material,Transport,Month,Year,Week,Customer Information,Customer Location,distance_sum,Cost
0.24,6.0,9.617647058823529,383.0,3.64,18.81,57.705882352941174,22.45,3,No,Yes,No,No,Bronze,Airways,10,2016,6,Working Class,OR,10851531.933558261,5.181671184428716
0.29,25.0,9.0,384.0,3.14,23.04,225.0,26.18,4,No,Yes,No,No,Wood,Airways,2,2015,4,Working Class,ID,10851654.99355826,5.366910158013648
0.61,36.0,8.0,381.0,4.59,18.66,288.0,23.25,-2,Yes,Yes,No,No,Wood,Airways,7,2015,6,Working Class,GA,10851939.046441738,5.901156834076448
0.4618504347826087,29.0,8.0,380.0,5.71,12.89,232.0,18.6,-2,No,Yes,No,No,Wood,Airways,4,2019,0,Wealthy,TN,10851948.718274783,5.692890033489777
0.4618504347826087,10.0,5.0,380.0,6.32,16.73,50.0,23.05,0,No,No,Yes,Yes,Brass,Roadways,3,2016,0,Working Class,AA,10852001.078274783,5.304299438225584
0.29,20.0,10.0,380.0,5.55,18.32,200.0,23.87,1,No,No,No,No,Wood,Roadways,6,2019,0,Working Class,KS,10852140.87355826,5.13308888718026
0.31,15.0,7.0,381.0,4.3,10.22,105.0,14.52,2,No,No,Yes,No,Aluminium,Roadways,10,2018,2,Working Class,HI,10852388.993558262,5.000382917631905
0.63,8.0,5.0,380.0,6.78,23.63,40.0,30.41,-2,Yes,No,Yes,No,Bronze,Roadways,11,2015,5,Working Class,WV,10852512.30644174,5.9160133655599845
0.57,9.0,5.0,382.0,3.48,12.07,45.0,15.55,1,No,No,No,Yes,Clay,Roadways,9,2017,5,Working Class,AK,10853031.88644174,5.210032451680465
0.44,15.0,7.0,1637.0,5.8,13.54,105.0,19.34,-3,No,No,No,No,Bronze,Roadways,11,2015,2,Working Class,IN,10853929.633558262,5.200153117760806
0.6,21.0,13.0,1628.0,10.5,19.97,273.0,30.47,2,Yes,No,No,No,Aluminium,Roadways,10,2016,4,Working Class,CA,10854243.106441738,5.858018865095914
0.56,21.0,9.0,382.0,3.04,22.96,189.0,26.0,2,No,No,Yes,No,Wood,Roadways,12,2016,6,Working Class,CO,10854313.546441741,5.8413390885303444
0.39,11.0,6.0,1638.0,5.77,15.59,66.0,21.36,3,No,No,No,No,Brass,Roadways,4,2017,1,Working Class,MI,10854612.453558262,5.361245216250509
0.67,5.0,3.0,379.0,3.98,24.2,15.0,28.18,-2,No,No,No,No,Brass,Roadways,4,2018,1,Working Class,FL,10855602.08644174,5.567695438201781
0.48,30.0,6.0,377.0,5.35,24.32,180.0,29.67,-2,No,Yes,Yes,No,Aluminium,Airways,12,2016,5,Working Class,FL,10855800.486441739,5.799668246351484
0.71,4.0,9.617647058823529,376.0,5.72,15.29,38.470588235294116,21.009999999999998,3,No,No,Yes,No,Stone,Roadways,12,2018,3,Working Class,ND,10857152.88644174,5.826914143799146
0.82,28.0,15.0,376.0,6.88,10.86,420.0,17.74,0,No,Yes,Yes,No,Wood,Roadways,12,2016,1,Working Class,CT,10857906.22644174,6.493844607290443
0.3,6.0,5.0,1643.0,6.34,12.16,30.0,18.5,1,No,No,No,No,Marble,Roadways,1,2018,1,Working Class,NY,10858054.95355826,5.281578042543739
0.5,12.0,9.617647058823529,378.0,3.33,10.9,115.41176470588235,14.23,0,No,No,Yes,Yes,Clay,Roadways,5,2018,1,Working Class,SD,10858246.526441738,5.221706264176197
0.97,9.0,4.0,376.0,4.59,24.55,36.0,29.14,1,No,No,No,No,Bronze,Waterways,1,2018,3,Working Class,DC,10858899.00644174,6.149749526073696
0.82,12.0,6.0,372.0,5.77,24.75,72.0,30.52,-3,Yes,No,Yes,No,Aluminium,Waterways,7,2018,0,Working Class,IL,10862321.04644174,6.18222952435817
0.58,8.0,5.0,371.0,6.04,12.71,40.0,18.75,-2,No,No,No,No,Bronze,Roadways,8,2015,6,Working Class,VT,10863077.04644174,5.37495428108674
0.39,33.0,9.617647058823529,1651.0,6.88,22.32,317.38235294117646,29.2,-4,No,No,No,No,Brass,Airways,3,2017,0,Working Class,MD,10863671.633558262,5.478052247445224
0.4618504347826087,11.0,8.0,1651.0,4.7,14.57,88.0,19.27,-1,No,Yes,No,No,Bronze,Airways,12,2018,4,Wealthy,NH,10864038.078274783,5.505209577276196
0.94,15.0,7.0,371.0,5.39,13.75,105.0,19.14,-4,No,Yes,Yes,No,Aluminium,Airways,7,2015,1,Wealthy,SD,10864058.346441738,6.37543359487126
0.83,15.0,6.0,372.0,4.15,10.43,90.0,14.58,-1,No,No,No,No,Aluminium,Waterways,8,2018,4,Working Class,MN,10864197.146441739,5.557522801007268
0.35,14.0,8.0,1653.0,6.58,10.11,112.0,16.689999999999998,1,Yes,No,No,No,Bronze,Waterways,11,2018,1,Working Class,MA,10864749.09355826,5.153696136936908
0.82,15.0,7.0,370.0,6.47,16.36,105.0,22.83,-4,No,No,No,No,Aluminium,Waterways,3,2018,3,Working Class,AE,10864952.006441738,6.030541019089775
0.13,23.0,13.0,1648.0,3.44,19.28,299.0,22.720000000000002,0,No,No,No,No,Aluminium,Roadways,8,2016,1,Wealthy,ND,10865128.25355826,5.069658634545717
0.55,12.0,7.0,369.0,5.67,24.82,84.0,30.490000000000002,4,No,No,No,No,Aluminium,Waterways,1,2015,3,Working Class,DE,10865577.58644174,5.751365561394358
0.41,9.0,4.0,369.0,5.41,13.01,36.0,18.42,0,Yes,No,No,No,Bronze,Airways,5,2019,1,Working Class,OR,10865650.433558261,5.219111808367062
0.4618504347826087,35.0,6.0,1652.0,8.24,20.95,210.0,29.189999999999998,-3,No,No,No,Yes,Clay,Roadways,12,2016,0,Working Class,ND,10866138.358274782,6.29336382444385
0.51,30.0,8.0,1640.0,13.1,24.81,240.0,37.91,0,Yes,No,Yes,No,Aluminium,Waterways,3,2018,1,Wealthy,OH,10866859.386441737,6.039873686315669
0.28,10.0,5.0,371.0,3.32,17.67,50.0,20.990000000000002,-2,No,No,No,Yes,Clay,Waterways,4,2019,2,Working Class,TX,10867012.593558261,4.991112627607392
0.7,19.0,12.0,371.0,3.33,11.3,228.0,14.63,-3,No,No,Yes,No,Wood,Roadways,1,2018,3,Working Class,GA,10867131.146441739,5.529984488803123
0.65,11.0,6.0,368.0,4.7,23.97,66.0,28.669999999999998,3,No,Yes,No,Yes,Clay,Roadways,10,2016,0,Wealthy,AR,10867850.40644174,5.971159793767618
0.4618504347826087,25.0,7.0,1654.0,8.8,12.04,175.0,20.84,0,Yes,No,No,Yes,Clay,Waterways,8,2018,6,Working Class,RI,10868325.018274782,6.490495890991261
0.67,7.0,4.0,369.0,3.58,22.68,28.0,26.259999999999998,3,No,No,Yes,No,Brass,Roadways,4,2016,5,Working Class,NM,10868883.28644174,5.709267404886771
0.61,17.0,6.0,367.0,4.64,15.25,102.0,19.89,3,No,No,Yes,No,Aluminium,Roadways,6,2015,1,Working Class,AP,10869132.96644174,5.625893002661495
0.16,4.0,3.0,370.0,3.02,11.92,12.0,14.94,0,Yes,Yes,No,No,Marble,Airways,12,2017,4,Working Class,IA,10869389.613558263,5.214990103958283
0.7,32.0,13.0,1662.0,7.53,23.59,416.0,31.12,3,No,Yes,No,No,Aluminium,Roadways,12,2017,6,Wealthy,GA,10872134.72644174,6.793992899643471
0.07,13.0,6.0,367.0,3.15,11.68,78.0,14.83,3,Yes,No,No,Yes,Clay,Waterways,1,2015,5,Working Class,NY,10872974.093558261,4.83477283236304
0.53,18.0,11.0,363.0,5.49,18.03,198.0,23.520000000000003,-4,No,Yes,No,No,Wood,Roadways,11,2018,4,Wealthy,AP,10873188.766441738,5.578785984481516
0.59,27.0,9.617647058823529,365.0,3.8,18.76,259.6764705882353,22.560000000000002,-3,Yes,No,Yes,No,Aluminium,Airways,5,2019,0,Wealthy,WV,10873244.94644174,5.890483317253868
0.4,33.0,9.617647058823529,1665.0,7.05,12.15,317.38235294117646,19.2,0,No,No,No,No,Brass,Roadways,8,2015,5,Working Class,MT,10873248.893558262,5.39671368840423
0.18,15.0,6.0,361.0,6.14,12.49,90.0,18.63,-2,Yes,No,No,No,Aluminium,Roadways,7,2016,6,Working Class,AP,10875897.59355826,4.865224091322398
0.86,32.0,10.0,363.0,3.87,16.36,320.0,20.23,4,No,Yes,No,No,Wood,Roadways,2,2015,6,Working Class,VT,10876165.80644174,6.445576952037667
0.84,15.0,6.0,361.0,6.61,17.16,90.0,23.77,2,No,No,No,No,Aluminium,Roadways,9,2017,2,Working Class,AE,10876438.886441737,6.243545348316789
0.4618504347826087,7.0,4.0,360.0,6.3,22.38,28.0,28.68,0,Yes,Yes,No,No,Bronze,Airways,11,2017,2,Wealthy,UT,10876897.738274783,5.405601031767711
0.53,7.0,5.0,361.0,4.41,14.96,35.0,19.37,-4,No,Yes,Yes,No,Brass,Roadways,2,2015,3,Wealthy,GA,10876983.26644174,5.369334853783317
0.11,26.0,8.0,360.0,6.0,16.11,208.0,22.11,2,No,Yes,No,No,Aluminium,Roadways,5,2017,1,Wealthy,FL,10877315.913558261,5.044070070182493
0.4,20.0,11.0,358.0,6.25,16.8,220.0,23.05,-2,No,Yes,Yes,No,Wood,Roadways,2,2019,6,Working Class,MN,10879460.87355826,5.491537649210889
0.54,21.0,9.617647058823529,358.0,6.46,12.55,201.97058823529412,19.01,4,Yes,Yes,No,No,Brass,Roadways,5,2015,5,Wealthy,IN,10879603.226441741,5.818211744573904
0.4618504347826087,13.0,7.0,359.0,3.94,23.19,91.0,27.130000000000003,3,No,No,Yes,No,Aluminium,Airways,10,2018,4,Working Class,NM,10880415.398274781,5.202962185731182
0.28,13.0,7.0,359.0,3.86,16.55,91.0,20.41,-3,No,Yes,Yes,No,Aluminium,Roadways,4,2015,0,Working Class,AE,10880744.07355826,5.061138276269363
0.76,23.0,9.0,360.0,3.16,24.46,207.0,27.62,0,No,Yes,No,No,Brass,Airways,12,2018,6,Working Class,NC,10881610.206441738,6.2953582481073
0.26,27.0,16.0,357.0,4.24,10.86,432.0,15.1,0,No,No,Yes,No,Wood,Roadways,8,2016,6,Working Class,SC,10882536.673558261,4.973279507552487
0.31,33.0,9.0,1675.0,3.4,15.08,297.0,18.48,4,Yes,No,Yes,No,Aluminium,Roadways,11,2018,3,Working Class,GA,10882996.89355826,5.552222879512287
0.4618504347826087,18.0,7.0,355.0,6.54,22.78,126.0,29.32,0,No,No,No,No,Aluminium,Roadways,8,2016,1,Working Class,FL,10883459.918274783,5.100658796743844
0.3,10.0,5.0,355.0,4.7,13.31,50.0,18.01,0,Yes,No,Yes,Yes,Clay,Waterways,2,2018,2,Working Class,ID,10884292.09355826,5.099073430558133
0.8,38.0,6.0,355.0,6.98,24.12,228.0,31.1,-4,No,No,No,No,Aluminium,Roadways,6,2016,5,Wealthy,MN,10884412.046441738,6.639862761845673
0.88,22.0,9.0,355.0,5.04,22.68,198.0,27.72,-2,Yes,No,No,No,Wood,Waterways,4,2017,0,Working Class,MI,10884467.666441739,6.502490150876639
0.67,21.766204081632655,11.0,355.0,4.28,13.86,239.4282448979592,18.14,0,No,Yes,No,No,Wood,Roadways,2,2016,5,Working Class,TN,10885097.686441738,5.663481177882676
0.83,26.0,6.0,352.0,5.56,14.34,156.0,19.9,0,No,Yes,No,No,Wood,Roadways,8,2015,4,Working Class,IN,10887824.366441738,6.142660867108804
0.27,6.0,5.0,355.0,3.14,15.04,30.0,18.18,0,No,No,Yes,No,Brass,Roadways,9,2016,6,Wealthy,AR,10887834.253558261,5.20411657114921
0.94,32.0,14.0,352.0,5.68,11.48,448.0,17.16,0,No,No,Yes,No,Wood,Waterways,4,2016,2,Working Class,AZ,10888091.346441738,6.6091335864919705
0.13,28.0,9.0,351.0,4.11,17.82,252.0,21.93,-3,No,Yes,No,No,Wood,Roadways,10,2018,1,Working Class,AZ,10890841.37355826,4.8738223325330665
0.31,5.0,5.0,349.0,5.81,13.32,25.0,19.13,-2,No,Yes,No,No,Brass,Airways,1,2015,1,Wealthy,AE,10891177.353558261,5.156638588216099
0.22,28.0,13.0,1690.0,4.3,20.6,364.0,24.900000000000002,1,No,No,No,No,Aluminium,Roadways,4,2019,3,Wealthy,AA,10891189.07355826,5.270946169751904
0.15,23.0,7.0,348.0,5.13,22.11,161.0,27.24,3,No,No,Yes,No,Wood,Roadways,10,2016,3,Working Class,AR,10893167.79355826,5.183018742184574
0.38,7.0,4.0,348.0,3.8,24.23,28.0,28.03,1,Yes,Yes,No,No,Bronze,Airways,7,2017,5,Wealthy,SD,10895047.71355826,5.556210110189065
0.28,16.0,8.0,349.0,3.21,18.64,128.0,21.85,-3,No,No,No,Yes,Clay,Airways,7,2019,1,Working Class,CO,10895423.673558261,5.085928278131687
0.09,27.0,10.0,349.0,3.31,20.73,270.0,24.04,0,No,No,Yes,No,Wood,Roadways,6,2015,2,Working Class,MD,10895529.47355826,5.04709579109903
0.75,33.0,9.617647058823529,349.0,3.09,18.05,317.38235294117646,21.14,-3,No,No,Yes,No,Wood,Roadways,7,2015,3,Working Class,OR,10896041.146441739,6.137662257170545
0.24,21.766204081632655,8.0,1697.0,4.14,12.77,174.12963265306124,16.91,0,No,No,No,No,Brass,Roadways,12,2016,3,Working Class,WI,10896209.55355826,5.0869788606835895
0.22,23.0,13.0,345.0,6.23,22.3,299.0,28.53,0,No,Yes,Yes,No,Wood,Airways,10,2016,4,Wealthy,WI,10896624.313558262,5.4232304782468335
0.4618504347826087,10.0,5.0,346.0,4.28,10.18,50.0,14.46,0,No,No,No,Yes,Clay,Roadways,4,2015,6,Wealthy,NE,10896624.598274782,4.755570986655616
0.58,22.0,9.617647058823529,345.0,5.21,23.43,211.58823529411762,28.64,2,Yes,No,Yes,No,Wood,Roadways,2,2015,3,Working Class,MI,10896754.42644174,6.027338319344187
0.98,17.0,7.0,343.0,6.81,10.13,119.0,16.94,-2,Yes,No,No,No,Aluminium,Waterways,1,2017,4,Working Class,TX,10900462.78644174,6.377848767403354
0.35,27.0,15.0,342.0,5.43,18.98,405.0,24.41,-1,No,No,Yes,No,Wood,Roadways,8,2015,3,Working Class,IA,10900527.05355826,5.463280805795784
0.99,21.766204081632655,7.0,343.0,6.95,17.39,152.36342857142859,24.34,4,No,Yes,No,No,Aluminium,Airways,5,2016,0,Wealthy,MT,10900653.44644174,6.9193675943103035
0.17,28.0,8.0,342.0,5.76,21.96,224.0,27.72,4,No,No,Yes,No,Brass,Roadways,3,2016,0,Working Class,CO,10900677.513558261,5.255983813531958
0.3,38.0,18.0,342.0,5.11,11.03,684.0,16.14,-4,No,No,Yes,No,Wood,Roadways,11,2016,6,Working Class,ND,10900846.69355826,5.026443024301769
0.04,21.0,11.0,343.0,4.5,11.08,231.0,15.58,0,No,No,No,No,Brass,Roadways,5,2015,6,Wealthy,NC,10900903.97355826,4.699661849080809
0.32,12.0,7.0,342.0,3.97,12.14,84.0,16.11,1,No,No,Yes,No,Aluminium,Airways,9,2016,2,Working Class,WV,10902652.353558261,5.066700518029204
0.43,17.0,8.0,340.0,5.28,20.73,136.0,26.01,2,Yes,No,No,No,Wood,Waterways,7,2019,2,Working Class,FL,10903259.41355826,5.469872843189151
0.4618504347826087,29.0,10.0,1704.0,9.69,20.72,290.0,30.409999999999997,1,No,No,No,Yes,Clay,Roadways,7,2019,1,Working Class,OH,10903532.998274785,6.155112838636315
0.4618504347826087,21.0,14.0,1711.0,6.86,17.0,294.0,23.86,-1,No,No,No,Yes,Clay,Airways,9,2016,5,Working Class,SC,10904170.438274782,5.730943582718574
0.4618504347826087,9.0,5.0,340.0,4.51,22.79,45.0,27.299999999999997,-4,No,No,No,Yes,Clay,Roadways,9,2017,5,Working Class,OH,10904206.678274784,5.224563177959375
0.04,24.0,10.0,342.0,3.56,11.48,240.0,15.040000000000001,-4,No,Yes,No,No,Wood,Roadways,4,2016,3,Working Class,NJ,10904231.61355826,4.4836802884003815
0.57,23.0,13.0,339.0,5.87,23.69,299.0,29.560000000000002,2,No,No,Yes,No,Wood,Roadways,6,2015,0,Working Class,AE,10904424.586441739,6.047963021013245
0.4618504347826087,5.0,4.0,1712.0,7.93,24.67,20.0,32.6,0,No,Yes,No,No,Stone,Roadways,7,2019,5,Working Class,CO,10906268.698274782,6.9276559406884735
0.72,12.0,7.0,337.0,6.28,20.26,84.0,26.540000000000003,-4,Yes,No,Yes,Yes,Clay,Roadways,9,2018,1,Wealthy,AK,10907425.92644174,6.280452017157451
0.4618504347826087,11.0,9.617647058823529,336.0,6.69,18.7,105.79411764705881,25.39,-1,Yes,No,No,Yes,Clay,Roadways,6,2016,1,Working Class,AP,10908712.118274782,5.316599230226049
0.38,43.0,14.0,1718.0,5.06,20.6,602.0,25.66,2,Yes,No,Yes,No,Aluminium,Waterways,3,2015,2,Working Class,KS,10908985.21355826,5.780897824873725
0.01,15.0,6.0,337.0,4.25,24.77,90.0,29.02,1,Yes,Yes,No,No,Aluminium,Airways,11,2018,3,Wealthy,CT,10909478.413558261,5.176319209737187
0.4618504347826087,20.0,11.0,335.0,4.89,19.87,220.0,24.76,3,No,No,No,No,Wood,Waterways,4,2017,1,Working Class,AK,10910397.898274783,6.345162564394263
0.0,24.0,9.0,335.0,5.96,19.9,216.0,25.86,4,Yes,No,No,No,Wood,Waterways,11,2017,5,Working Class,ME,10910539.03355826,4.898734921598028
0.4618504347826087,25.0,17.0,1702.0,14.16,24.46,425.0,38.620000000000005,-1,No,Yes,No,No,Aluminium,Roadways,6,2019,6,Wealthy,VT,10910634.898274783,7.079041166155827
0.27,14.0,6.0,335.0,4.15,21.65,84.0,25.799999999999997,2,No,No,No,No,Aluminium,Roadways,6,2018,1,Working Class,ME,10911756.41355826,5.185708422165383
0.4618504347826087,9.0,4.0,333.0,5.16,12.85,36.0,18.009999999999998,-1,No,Yes,No,No,Brass,Airways,5,2016,4,Working Class,VT,10912814.858274784,6.03951634351292
0.1,21.766204081632655,11.0,335.0,3.61,20.9,239.4282448979592,24.509999999999998,-3,Yes,No,No,No,Brass,Airways,4,2018,1,Working Class,SC,10913349.653558262,4.914271225813172
0.52,10.0,4.0,333.0,4.53,11.29,40.0,15.82,2,Yes,No,No,No,Brass,Waterways,4,2016,0,Working Class,SC,10913673.44644174,5.244705597099387
0.13,25.0,9.0,332.0,5.33,20.09,225.0,25.42,-1,Yes,No,No,No,Aluminium,Roadways,7,2016,6,Working Class,KS,10914482.19355826,5.10594547390058
0.04,6.0,5.0,332.0,5.76,23.67,30.0,29.43,4,No,No,No,No,Bronze,Roadways,12,2015,0,Working Class,MD,10914527.09355826,5.23393883261183
0.42,20.0,9.0,331.0,5.96,15.33,180.0,21.29,2,Yes,No,No,No,Wood,Roadways,3,2019,3,Working Class,UT,10915203.833558261,5.29596460096444
0.5,21.766204081632655,7.0,331.0,6.21,14.9,152.36342857142859,21.11,-3,No,Yes,No,No,Wood,Roadways,3,2018,0,Wealthy,MA,10915256.30644174,5.500318994108818
0.71,21.766204081632655,6.0,1718.0,10.76,19.83,130.59722448979593,30.589999999999996,1,Yes,No,Yes,Yes,Clay,Roadways,12,2015,6,Wealthy,AE,10915306.92644174,6.436566948254644
0.41,26.0,9.0,331.0,6.5,20.26,234.0,26.76,-3,Yes,Yes,Yes,No,Wood,Airways,10,2018,1,Wealthy,MA,10915399.113558263,5.744412450742097
0.52,13.0,7.0,1725.0,3.98,20.63,91.0,24.61,-2,No,Yes,No,No,Bronze,Roadways,8,2018,4,Working Class,MO,10915593.70644174,5.586011938921693
0.45,25.0,7.0,332.0,3.96,23.85,175.0,27.810000000000002,-3,No,No,No,No,Wood,Waterways,3,2017,1,Working Class,WV,10916089.91355826,5.416722430926658
0.39,15.0,6.0,1726.0,8.07,13.94,90.0,22.009999999999998,-1,Yes,Yes,Yes,No,Bronze,Airways,8,2018,3,Working Class,OK,10916171.753558261,5.760761242731186
0.76,17.0,6.0,333.0,3.52,12.8,102.0,16.32,-2,No,No,No,No,Aluminium,Roadways,6,2017,1,Working Class,OR,10916205.70644174,5.469999188237646
0.21,10.0,5.0,333.0,3.46,21.89,50.0,25.35,-4,No,No,Yes,Yes,Clay,Roadways,6,2016,5,Wealthy,IA,10916212.41355826,5.179477522666504
0.96,6.0,9.617647058823529,333.0,3.6,21.94,57.705882352941174,25.540000000000003,1,No,No,Yes,No,Brass,Roadways,10,2018,6,Working Class,VA,10916541.78644174,5.908707742937773
0.4618504347826087,19.0,11.0,330.0,4.94,13.41,209.0,18.35,2,No,Yes,No,No,Wood,Roadways,6,2018,2,Working Class,NM,10917184.038274784,5.227519295239321
0.53,24.0,6.0,329.0,5.63,14.42,144.0,20.05,0,Yes,Yes,No,No,Wood,Airways,3,2019,6,Working Class,NH,10918068.24644174,5.538907831465967
0.65,9.0,4.0,329.0,5.65,24.31,36.0,29.96,-2,Yes,No,No,No,Bronze,Waterways,10,2016,1,Wealthy,MA,10918215.706441738,5.819815832370331
0.6,15.0,7.0,329.0,5.1,15.44,105.0,20.54,-1,No,No,No,No,Aluminium,Roadways,4,2018,3,Working Class,PA,10918517.326441739,5.517693831293003
0.36,7.0,4.0,327.0,5.49,22.23,28.0,27.72,0,No,Yes,No,No,Bronze,Roadways,12,2018,4,Working Class,IA,10920923.59355826,5.324667141870819
0.72,22.0,6.0,330.0,3.27,24.7,132.0,27.97,2,No,Yes,Yes,No,Wood,Roadways,2,2018,2,Wealthy,HI,10920947.78644174,6.317597805934016
0.04,13.0,8.0,329.0,3.44,13.92,104.0,17.36,4,No,No,No,Yes,Clay,Roadways,5,2016,2,Working Class,FL,10922205.81355826,4.94242782838314
0.4618504347826087,14.0,6.0,1736.0,7.41,20.78,84.0,28.19,-1,Yes,No,No,No,Brass,Waterways,9,2018,2,Wealthy,IA,10922213.798274782,5.395897694886901
0.93,8.0,4.0,1722.0,12.85,10.56,32.0,23.41,2,No,Yes,Yes,No,Stone,Roadways,11,2018,5,Working Class,OK,10922575.80644174,5.984011844582797
0.14,15.0,8.0,326.0,6.54,22.83,120.0,29.369999999999997,4,No,No,Yes,No,Aluminium,Roadways,4,2018,4,Working Class,NY,10922781.07355826,5.244283478055551
0.48,6.0,4.0,326.0,4.71,18.62,24.0,23.330000000000002,3,No,No,Yes,No,Brass,Roadways,4,2019,4,Working Class,SC,10923070.226441737,5.435685140840842
0.04,34.0,7.0,1736.0,4.39,22.2,238.0,26.59,-2,No,Yes,No,No,Aluminium,Roadways,5,2016,1,Wealthy,LA,10923111.05355826,5.0309606605575015
0.4618504347826087,21.766204081632655,12.0,1739.0,6.42,22.95,261.19444897959187,29.369999999999997,-3,No,No,No,Yes,Clay,Waterways,9,2016,5,Working Class,AP,10923256.298274783,5.247918408964185
0.4618504347826087,15.0,9.617647058823529,1738.0,4.72,11.72,144.26470588235293,16.44,1,Yes,Yes,No,No,Bronze,Roadways,7,2017,2,Working Class,MO,10923309.558274783,5.432848259505643
0.4618504347826087,26.0,8.0,326.0,3.85,20.85,208.0,24.700000000000003,-1,No,Yes,No,No,Wood,Airways,11,2016,0,Working Class,MD,10924665.358274784,5.800304041646823
0.51,9.0,5.0,327.0,3.28,16.96,45.0,20.240000000000002,-4,Yes,No,No,Yes,Clay,Waterways,6,2016,5,Working Class,MI,10924789.62644174,5.236016340350657
0.6,23.0,7.0,1737.0,8.76,22.74,161.0,31.5,4,Yes,No,Yes,Yes,Clay,Waterways,10,2017,5,Working Class,NJ,10924986.38644174,6.564687338449621
0.12,22.0,17.0,326.0,3.54,13.22,374.0,16.76,-3,No,Yes,Yes,No,Wood,Airways,5,2019,3,Wealthy,AR,10925899.853558261,4.9690491187753265
0.37,17.0,11.0,1737.0,3.15,16.4,187.0,19.549999999999997,-2,No,Yes,Yes,Yes,Clay,Airways,2,2015,2,Wealthy,RI,10926146.79355826,5.670122273163566
0.4,18.0,9.0,322.0,5.31,15.7,162.0,21.009999999999998,1,No,Yes,Yes,No,Wood,Roadways,1,2018,4,Working Class,TX,10928044.173558261,5.381738974687109
0.36,21.766204081632655,5.0,324.0,3.51,12.03,108.83102040816327,15.54,1,No,No,No,No,Bronze,Roadways,4,2019,2,Working Class,NE,10928377.133558262,5.034807446067241
0.33,11.0,7.0,323.0,4.01,20.16,77.0,24.17,0,Yes,No,No,No,Brass,Airways,11,2018,3,Working Class,MS,10928613.75355826,5.261082679937811
0.11,26.0,11.0,1745.0,4.83,17.48,286.0,22.310000000000002,4,No,No,Yes,No,Aluminium,Roadways,3,2017,6,Working Class,KS,10928622.293558262,5.1564657423077955
0.07,20.0,9.0,1746.0,5.7,12.83,180.0,18.53,-2,No,No,Yes,Yes,Clay,Roadways,7,2017,1,Working Class,WA,10928728.71355826,4.95399439338211
0.41,14.0,9.617647058823529,322.0,4.45,22.44,134.6470588235294,26.89,-1,No,No,Yes,No,Aluminium,Airways,8,2018,2,Working Class,ND,10929117.333558261,5.413073603846225
0.4618504347826087,15.0,8.0,321.0,6.55,24.67,120.0,31.220000000000002,3,No,No,Yes,Yes,Clay,Roadways,9,2015,0,Working Class,WY,10929423.138274781,6.427814438797167
0.15,17.0,6.0,324.0,3.18,11.94,102.0,15.12,4,Yes,Yes,Yes,No,Aluminium,Airways,12,2016,2,Working Class,PA,10929659.27355826,5.076610283019789
0.53,12.0,6.0,321.0,6.91,11.58,72.0,18.490000000000002,2,No,No,Yes,No,Brass,Roadways,3,2016,3,Working Class,IA,10929815.36644174,5.456986394676763
0.39,11.0,8.0,320.0,6.65,16.93,88.0,23.58,2,No,Yes,Yes,No,Aluminium,Airways,5,2019,3,Wealthy,NM,10930955.313558262,5.5343771431287925
0.23,6.0,4.0,320.0,6.67,22.77,24.0,29.439999999999998,0,Yes,No,No,No,Brass,Airways,2,2017,1,Working Class,KY,10931171.25355826,5.334263493321505
0.78,33.0,7.0,323.0,3.07,14.45,231.0,17.52,0,Yes,No,Yes,No,Wood,Roadways,11,2016,1,Working Class,AK,10931480.166441739,6.121066354013828
0.86,5.0,9.617647058823529,1751.0,6.18,11.0,48.088235294117645,17.18,-1,Yes,No,Yes,No,Brass,Waterways,8,2017,6,Working Class,UT,10932364.70644174,6.157444978688818
0.33,29.0,11.0,319.0,6.93,17.61,319.0,24.54,-4,No,No,No,No,Wood,Roadways,3,2015,4,Working Class,LA,10932721.833558261,5.123844924697481
0.42,13.0,7.0,319.0,3.9,19.17,91.0,23.07,-2,No,Yes,Yes,No,Aluminium,Roadways,7,2015,1,Working Class,OH,10934467.03355826,5.322814838148424
0.87,26.0,12.0,1754.0,6.03,19.39,312.0,25.42,-3,No,No,Yes,No,Aluminium,Roadways,12,2015,6,Working Class,FL,10934513.78644174,6.750294125578939
0.4618504347826087,24.0,9.0,318.0,4.42,12.01,216.0,16.43,2,No,No,No,No,Wood,Waterways,9,2018,6,Working Class,AK,10934846.738274783,4.6198617347310815
0.67,29.0,13.0,317.0,5.46,12.86,377.0,18.32,0,Yes,No,Yes,No,Wood,Waterways,6,2015,3,Working Class,VA,10935292.90644174,5.944425349102196
0.52,29.0,8.0,318.0,4.17,24.27,232.0,28.439999999999998,3,No,Yes,No,No,Wood,Roadways,4,2015,0,Working Class,AE,10935348.066441739,5.84037999523587
0.35,25.0,9.0,1754.0,3.87,19.54,225.0,23.41,2,Yes,No,No,Yes,Clay,Waterways,6,2017,0,Working Class,NE,10936347.17355826,5.460266133534054
0.18,3.0,3.0,316.0,5.55,18.12,9.0,23.67,4,No,No,Yes,No,Stone,Roadways,2,2017,0,Wealthy,AE,10936775.293558262,5.625136013998199
0.75,11.0,7.0,319.0,3.1,16.54,77.0,19.64,2,Yes,No,Yes,No,Aluminium,Waterways,1,2015,3,Wealthy,HI,10936998.146441739,5.927432564324861
